reportyear,county_name,strata_level_name_code,strata_level_name,numerator,denominator,rate
2009,Imperial,5,Violent crime total,1,2207,0.11
2009,Yolo,1,Aggravated assault,89,49646,1.79
2009,Yolo,2,Forcible rape,23,49646,0.46
2009,Yolo,3,Murder and non-negligent manslaughter,4,49646,0.08
2009,Yolo,4,Robbery,73,49646,1.47
2009,Yolo,5,Violent crime total,189,49646,0.95
2009,Yuba,1,Aggravated assault,4,3771,1.06
2009,Yuba,5,Violent crime total,4,3771,0.27
2009,Los Angeles,1,Aggravated assault,224,82096,2.73
2009,Los Angeles,2,Forcible rape,16,82096,0.19
2009,Los Angeles,3,Murder and non-negligent manslaughter,3,82096,0.04
2009,Los Angeles,4,Robbery,94,82096,1.15
2009,Los Angeles,5,Violent crime total,337,82096,1.02
2009,Riverside,1,Aggravated assault,45,31496,1.43
2009,Riverside,2,Forcible rape,11,31496,0.35
2009,Riverside,3,Murder and non-negligent manslaughter,1,31496,0.03
2009,Riverside,4,Robbery,30,31496,0.95
2009,Riverside,5,Violent crime total,87,31496,0.69
2009,Colusa,1,Aggravated assault,5,4900,1.02
2009,Colusa,2,Forcible rape,1,4900,0.2
2009,Colusa,4,Robbery,2,4900,0.41
2009,Colusa,5,Violent crime total,8,4900,0.41
2009,Mendocino,1,Aggravated assault,16,4960,3.23
2009,Mendocino,2,Forcible rape,1,4960,0.2
2009,Mendocino,4,Robbery,8,4960,1.61
2009,Mendocino,5,Violent crime total,25,4960,1.26
2009,Glenn,1,Aggravated assault,15,6272,2.39
2009,Glenn,2,Forcible rape,1,6272,0.16
2009,Glenn,4,Robbery,3,6272,0.48
2009,Glenn,5,Violent crime total,19,6272,0.76
2009,Sonoma,1,Aggravated assault,60,25634,2.34
2009,Sonoma,2,Forcible rape,8,25634,0.31
2009,Sonoma,3,Murder and non-negligent manslaughter,1,25634,0.04
2009,Sonoma,4,Robbery,11,25634,0.43
2009,Sonoma,5,Violent crime total,80,25634,0.78
2009,Yolo,1,Aggravated assault,7,7074,0.99
2009,Yolo,2,Forcible rape,1,7074,0.14
2009,Yolo,3,Murder and non-negligent manslaughter,1,7074,0.14
2009,Yolo,4,Robbery,1,7074,0.14
2009,Yolo,5,Violent crime total,10,7074,0.35
2009,Tulare,1,Aggravated assault,19,7506,2.53
2009,Tulare,2,Forcible rape,1,7506,0.13
2009,Tulare,4,Robbery,6,7506,0.8
2009,Tulare,5,Violent crime total,26,7506,0.86
2009,Yolo,1,Aggravated assault,113,55138,2.05
2009,Yolo,2,Forcible rape,10,55138,0.18
2009,Yolo,3,Murder and non-negligent manslaughter,2,55138,0.04
2009,Yolo,4,Robbery,33,55138,0.6
2009,Yolo,5,Violent crime total,158,55138,0.72
2009,Orange,1,Aggravated assault,34,66498,0.51
2009,Orange,2,Forcible rape,2,66498,0.03
2009,Orange,3,Murder and non-negligent manslaughter,1,66498,0.02
2009,Orange,4,Robbery,14,66498,0.21
2009,Orange,5,Violent crime total,51,66498,0.19
2009,Siskiyou,1,Aggravated assault,49,7379,6.64
2009,Siskiyou,2,Forcible rape,2,7379,0.27
2009,Siskiyou,4,Robbery,4,7379,0.54
2009,Siskiyou,5,Violent crime total,55,7379,1.86
2009,Sutter,1,Aggravated assault,135,62495,2.16
2009,Sutter,2,Forcible rape,16,62495,0.26
2009,Sutter,3,Murder and non-negligent manslaughter,1,62495,0.02
2009,Sutter,4,Robbery,44,62495,0.7
2009,Sutter,5,Violent crime total,196,62495,0.79
2009,San Bernardino,1,Aggravated assault,92,50782,1.81
2009,San Bernardino,2,Forcible rape,13,50782,0.26
2009,San Bernardino,3,Murder and non-negligent manslaughter,4,50782,0.08
2009,San Bernardino,4,Robbery,19,50782,0.37
2009,San Bernardino,5,Violent crime total,128,50782,0.63
2009,San Bernardino,1,Aggravated assault,63,20798,3.03
2009,San Bernardino,2,Forcible rape,7,20798,0.34
2009,San Bernardino,3,Murder and non-negligent manslaughter,1,20798,0.05
2009,San Bernardino,4,Robbery,12,20798,0.58
2009,San Bernardino,5,Violent crime total,83,20798,1.0
2010,Alameda,1,Aggravated assault,4942,1510271,3.27
2010,Alameda,2,Forcible rape,524,1510271,0.35
2010,Alameda,3,Murder and non-negligent manslaughter,132,1510271,0.09
2010,Alameda,4,Robbery,4870,1510271,3.22
2010,Alameda,5,Violent crime total,10468,1510271,1.73
2010,Alpine,1,Aggravated assault,7,1175,5.96
2010,Alpine,2,Forcible rape,3,1175,2.55
2010,Alpine,5,Violent crime total,10,1175,2.13
2010,Amador,1,Aggravated assault,87,38091,2.28
2010,Amador,2,Forcible rape,12,38091,0.32
2010,Amador,3,Murder and non-negligent manslaughter,1,38091,0.03
2010,Amador,4,Robbery,10,38091,0.26
2010,Amador,5,Violent crime total,110,38091,0.72
2010,Butte,1,Aggravated assault,506,220000,2.3
2010,Butte,2,Forcible rape,92,220000,0.42
2010,Butte,3,Murder and non-negligent manslaughter,7,220000,0.03
2010,Butte,4,Robbery,157,220000,0.71
2010,Butte,5,Violent crime total,762,220000,0.86
2010,Calaveras,1,Aggravated assault,67,45578,1.47
2010,Calaveras,2,Forcible rape,11,45578,0.24
2010,Calaveras,3,Murder and non-negligent manslaughter,1,45578,0.02
2010,Calaveras,4,Robbery,14,45578,0.31
2010,Calaveras,5,Violent crime total,93,45578,0.51
2010,Colusa,1,Aggravated assault,35,21419,1.63
2010,Colusa,2,Forcible rape,5,21419,0.23
2010,Colusa,4,Robbery,8,21419,0.37
2010,Colusa,5,Violent crime total,48,21419,0.56
2010,Contra Costa,1,Aggravated assault,2506,1049025,2.39
2010,Contra Costa,2,Forcible rape,189,1049025,0.18
2010,Contra Costa,3,Murder and non-negligent manslaughter,65,1049025,0.06
2010,Contra Costa,4,Robbery,1566,1049025,1.49
2010,Contra Costa,5,Violent crime total,4326,1049025,1.03
2010,Del Norte,1,Aggravated assault,67,28610,2.34
2010,Del Norte,2,Forcible rape,27,28610,0.94
2010,Del Norte,3,Murder and non-negligent manslaughter,3,28610,0.1
2010,Del Norte,4,Robbery,14,28610,0.49
2010,Del Norte,5,Violent crime total,111,28610,0.97
2010,El Dorado,1,Aggravated assault,382,181058,2.11
2010,El Dorado,2,Forcible rape,34,181058,0.19
2010,El Dorado,3,Murder and non-negligent manslaughter,3,181058,0.02
2010,El Dorado,4,Robbery,66,181058,0.36
2010,El Dorado,5,Violent crime total,485,181058,0.67
2010,Fresno,1,Aggravated assault,3364,930450,3.62
2010,Fresno,2,Forcible rape,181,930450,0.19
2010,Fresno,3,Murder and non-negligent manslaughter,63,930450,0.07
2010,Fresno,4,Robbery,1368,930450,1.47
2010,Fresno,5,Violent crime total,4976,930450,1.34
2010,Glenn,1,Aggravated assault,52,28122,1.85
2010,Glenn,2,Forcible rape,5,28122,0.18
2010,Glenn,3,Murder and non-negligent manslaughter,1,28122,0.04
2010,Glenn,4,Robbery,15,28122,0.53
2010,Glenn,5,Violent crime total,73,28122,0.65
2010,Humboldt,1,Aggravated assault,351,134623,2.61
2010,Humboldt,2,Forcible rape,62,134623,0.46
2010,Humboldt,3,Murder and non-negligent manslaughter,6,134623,0.04
2010,Humboldt,4,Robbery,110,134623,0.82
2010,Humboldt,5,Violent crime total,529,134623,0.98
2010,Imperial,1,Aggravated assault,484,174528,2.77
2010,Imperial,2,Forcible rape,26,174528,0.15
2010,Imperial,3,Murder and non-negligent manslaughter,3,174528,0.02
2010,Imperial,4,Robbery,105,174528,0.6
2010,Imperial,5,Violent crime total,618,174528,0.89
2010,Inyo,1,Aggravated assault,61,18546,3.29
2010,Inyo,2,Forcible rape,4,18546,0.22
2010,Inyo,4,Robbery,4,18546,0.22
2010,Inyo,5,Violent crime total,69,18546,0.93
2010,Kern,1,Aggravated assault,3420,839631,4.07
2010,Kern,2,Forcible rape,164,839631,0.2
2010,Kern,3,Murder and non-negligent manslaughter,74,839631,0.09
2010,Kern,4,Robbery,1221,839631,1.45
2010,Kern,5,Violent crime total,4879,839631,1.45
2010,Kings,1,Aggravated assault,416,152982,2.72
2010,Kings,2,Forcible rape,29,152982,0.19
2010,Kings,3,Murder and non-negligent manslaughter,3,152982,0.02
2010,Kings,4,Robbery,85,152982,0.56
2010,Kings,5,Violent crime total,533,152982,0.87
2010,Lake,1,Aggravated assault,217,64665,3.36
2010,Lake,2,Forcible rape,29,64665,0.45
2010,Lake,3,Murder and non-negligent manslaughter,4,64665,0.06
2010,Lake,4,Robbery,42,64665,0.65
2010,Lake,5,Violent crime total,292,64665,1.13
2010,Lassen,1,Aggravated assault,97,34895,2.78
2010,Lassen,2,Forcible rape,8,34895,0.23
2010,Lassen,3,Murder and non-negligent manslaughter,1,34895,0.03
2010,Lassen,4,Robbery,12,34895,0.34
2010,Lassen,5,Violent crime total,118,34895,0.84
2010,Los Angeles,1,Aggravated assault,25645,9818605,2.61
2010,Los Angeles,2,Forcible rape,2070,9818605,0.21
2010,Los Angeles,3,Murder and non-negligent manslaughter,617,9818605,0.06
2010,Los Angeles,4,Robbery,21891,9818605,2.23
2010,Los Angeles,5,Violent crime total,50223,9818605,1.28
2010,Madera,1,Aggravated assault,466,150865,3.09
2010,Madera,2,Forcible rape,49,150865,0.32
2010,Madera,3,Murder and non-negligent manslaughter,10,150865,0.07
2010,Madera,4,Robbery,129,150865,0.86
2010,Madera,5,Violent crime total,654,150865,1.08
2010,Marin,1,Aggravated assault,300,231230,1.3
2010,Marin,2,Forcible rape,46,231230,0.2
2010,Marin,3,Murder and non-negligent manslaughter,4,231230,0.02
2010,Marin,4,Robbery,144,231230,0.62
2010,Marin,5,Violent crime total,494,231230,0.54
2010,Mariposa,1,Aggravated assault,30,18251,1.64
2010,Mariposa,2,Forcible rape,5,18251,0.27
2010,Mariposa,4,Robbery,2,18251,0.11
2010,Mariposa,5,Violent crime total,37,18251,0.51
2010,Mendocino,1,Aggravated assault,396,87841,4.51
2010,Mendocino,2,Forcible rape,43,87841,0.49
2010,Mendocino,3,Murder and non-negligent manslaughter,4,87841,0.05
2010,Mendocino,4,Robbery,45,87841,0.51
2010,Mendocino,5,Violent crime total,488,87841,1.39
2010,Merced,1,Aggravated assault,1081,255793,4.23
2010,Merced,2,Forcible rape,72,255793,0.28
2010,Merced,3,Murder and non-negligent manslaughter,26,255793,0.1
2010,Merced,4,Robbery,269,255793,1.05
2010,Merced,5,Violent crime total,1448,255793,1.42
2010,Modoc,1,Aggravated assault,11,9686,1.14
2010,Modoc,2,Forcible rape,6,9686,0.62
2010,Modoc,5,Violent crime total,17,9686,0.44
2010,Mono,1,Aggravated assault,46,14202,3.24
2010,Mono,2,Forcible rape,11,14202,0.77
2010,Mono,4,Robbery,2,14202,0.14
2010,Mono,5,Violent crime total,59,14202,1.04
2010,Monterey,1,Aggravated assault,1337,415057,3.22
2010,Monterey,2,Forcible rape,82,415057,0.2
2010,Monterey,3,Murder and non-negligent manslaughter,44,415057,0.11
2010,Monterey,4,Robbery,574,415057,1.38
2010,Monterey,5,Violent crime total,2037,415057,1.23
2010,Napa,1,Aggravated assault,549,136484,4.02
2010,Napa,2,Forcible rape,29,136484,0.21
2010,Napa,3,Murder and non-negligent manslaughter,2,136484,0.01
2010,Napa,4,Robbery,71,136484,0.52
2010,Napa,5,Violent crime total,651,136484,1.19
2010,Nevada,1,Aggravated assault,261,98764,2.64
2010,Nevada,2,Forcible rape,26,98764,0.26
2010,Nevada,3,Murder and non-negligent manslaughter,1,98764,0.01
2010,Nevada,4,Robbery,22,98764,0.22
2010,Nevada,5,Violent crime total,311,98764,0.79
2010,Orange,1,Aggravated assault,3817,3010232,1.27
2010,Orange,2,Forcible rape,449,3010232,0.15
2010,Orange,3,Murder and non-negligent manslaughter,67,3010232,0.02
2010,Orange,4,Robbery,2574,3010232,0.86
2010,Orange,5,Violent crime total,6907,3010232,0.57
2010,Placer,1,Aggravated assault,561,348432,1.61
2010,Placer,2,Forcible rape,63,348432,0.18
2010,Placer,3,Murder and non-negligent manslaughter,2,348432,0.01
2010,Placer,4,Robbery,159,348432,0.46
2010,Placer,5,Violent crime total,785,348432,0.56
2010,Plumas,1,Aggravated assault,91,20007,4.55
2010,Plumas,2,Forcible rape,13,20007,0.65
2010,Plumas,4,Robbery,5,20007,0.25
2010,Plumas,5,Violent crime total,109,20007,1.36
2010,Riverside,1,Aggravated assault,3992,2189641,1.82
2010,Riverside,2,Forcible rape,374,2189641,0.17
2010,Riverside,3,Murder and non-negligent manslaughter,87,2189641,0.04
2010,Riverside,4,Robbery,2152,2189641,0.98
2010,Riverside,5,Violent crime total,6605,2189641,0.76
2010,Sacramento,1,Aggravated assault,4980,1418788,3.51
2010,Sacramento,2,Forcible rape,389,1418788,0.27
2010,Sacramento,3,Murder and non-negligent manslaughter,82,1418788,0.06
2010,Sacramento,4,Robbery,3100,1418788,2.18
2010,Sacramento,5,Violent crime total,8551,1418788,1.51
2010,San Benito,1,Aggravated assault,164,55269,2.97
2010,San Benito,2,Forcible rape,13,55269,0.24
2010,San Benito,3,Murder and non-negligent manslaughter,1,55269,0.02
2010,San Benito,4,Robbery,35,55269,0.63
2010,San Benito,5,Violent crime total,213,55269,0.96
2010,San Bernardino,1,Aggravated assault,5672,2035210,2.79
2010,San Bernardino,2,Forcible rape,490,2035210,0.24
2010,San Bernardino,3,Murder and non-negligent manslaughter,104,2035210,0.05
2010,San Bernardino,4,Robbery,2751,2035210,1.35
2010,San Bernardino,5,Violent crime total,9017,2035210,1.11
2010,San Diego,1,Aggravated assault,7547,3095313,2.44
2010,San Diego,2,Forcible rape,675,3095313,0.22
2010,San Diego,3,Murder and non-negligent manslaughter,67,3095313,0.02
2010,San Diego,4,Robbery,3350,3095313,1.08
2010,San Diego,5,Violent crime total,11639,3095313,0.94
2010,San Francisco,1,Aggravated assault,2402,805235,2.98
2010,San Francisco,2,Forcible rape,137,805235,0.17
2010,San Francisco,3,Murder and non-negligent manslaughter,48,805235,0.06
2010,San Francisco,4,Robbery,3221,805235,4.0
2010,San Francisco,5,Violent crime total,5808,805235,1.8
2010,San Joaquin,1,Aggravated assault,3449,685306,5.03
2010,San Joaquin,2,Forcible rape,163,685306,0.24
2010,San Joaquin,3,Murder and non-negligent manslaughter,63,685306,0.09
2010,San Joaquin,4,Robbery,1849,685306,2.7
2010,San Joaquin,5,Violent crime total,5524,685306,2.02
2010,San Luis Obispo,1,Aggravated assault,536,269637,1.99
2010,San Luis Obispo,2,Forcible rape,82,269637,0.3
2010,San Luis Obispo,3,Murder and non-negligent manslaughter,6,269637,0.02
2010,San Luis Obispo,4,Robbery,93,269637,0.34
2010,San Luis Obispo,5,Violent crime total,717,269637,0.67
2010,San Mateo,1,Aggravated assault,1053,718451,1.47
2010,San Mateo,2,Forcible rape,128,718451,0.18
2010,San Mateo,3,Murder and non-negligent manslaughter,20,718451,0.03
2010,San Mateo,4,Robbery,594,718451,0.83
2010,San Mateo,5,Violent crime total,1795,718451,0.62
2010,Santa Barbara,1,Aggravated assault,1386,423895,3.27
2010,Santa Barbara,2,Forcible rape,131,423895,0.31
2010,Santa Barbara,3,Murder and non-negligent manslaughter,11,423895,0.03
2010,Santa Barbara,4,Robbery,313,423895,0.74
2010,Santa Barbara,5,Violent crime total,1841,423895,1.08
2010,Santa Clara,1,Aggravated assault,2818,1781642,1.58
2010,Santa Clara,2,Forcible rape,388,1781642,0.22
2010,Santa Clara,3,Murder and non-negligent manslaughter,25,1781642,0.01
2010,Santa Clara,4,Robbery,1446,1781642,0.81
2010,Santa Clara,5,Violent crime total,4677,1781642,0.66
2010,Santa Cruz,1,Aggravated assault,962,262382,3.67
2010,Santa Cruz,2,Forcible rape,68,262382,0.26
2010,Santa Cruz,3,Murder and non-negligent manslaughter,14,262382,0.05
2010,Santa Cruz,4,Robbery,269,262382,1.03
2010,Santa Cruz,5,Violent crime total,1313,262382,1.25
2010,Shasta,1,Aggravated assault,1196,177223,6.75
2010,Shasta,2,Forcible rape,120,177223,0.68
2010,Shasta,3,Murder and non-negligent manslaughter,3,177223,0.02
2010,Shasta,4,Robbery,138,177223,0.78
2010,Shasta,5,Violent crime total,1457,177223,2.06
2010,Sierra,1,Aggravated assault,19,3240,5.86
2010,Sierra,5,Violent crime total,19,3240,1.47
2010,Siskiyou,1,Aggravated assault,119,44900,2.65
2010,Siskiyou,2,Forcible rape,10,44900,0.22
2010,Siskiyou,3,Murder and non-negligent manslaughter,1,44900,0.02
2010,Siskiyou,4,Robbery,8,44900,0.18
2010,Siskiyou,5,Violent crime total,138,44900,0.77
2010,Solano,1,Aggravated assault,912,413344,2.21
2010,Solano,2,Forcible rape,140,413344,0.34
2010,Solano,3,Murder and non-negligent manslaughter,33,413344,0.08
2010,Solano,4,Robbery,796,413344,1.93
2010,Solano,5,Violent crime total,1881,413344,1.14
2010,Sonoma,1,Aggravated assault,1465,483878,3.03
2010,Sonoma,2,Forcible rape,126,483878,0.26
2010,Sonoma,3,Murder and non-negligent manslaughter,6,483878,0.01
2010,Sonoma,4,Robbery,279,483878,0.58
2010,Sonoma,5,Violent crime total,1876,483878,0.97
2010,Stanislaus,1,Aggravated assault,1741,514453,3.38
2010,Stanislaus,2,Forcible rape,135,514453,0.26
2010,Stanislaus,3,Murder and non-negligent manslaughter,29,514453,0.06
2010,Stanislaus,4,Robbery,767,514453,1.49
2010,Stanislaus,5,Violent crime total,2672,514453,1.3
2010,Sutter,1,Aggravated assault,261,94737,2.75
2010,Sutter,2,Forcible rape,30,94737,0.32
2010,Sutter,3,Murder and non-negligent manslaughter,5,94737,0.05
2010,Sutter,4,Robbery,63,94737,0.66
2010,Sutter,5,Violent crime total,359,94737,0.95
2010,Tehama,1,Aggravated assault,315,63463,4.96
2010,Tehama,2,Forcible rape,22,63463,0.35
2010,Tehama,3,Murder and non-negligent manslaughter,1,63463,0.02
2010,Tehama,4,Robbery,31,63463,0.49
2010,Tehama,5,Violent crime total,369,63463,1.45
2010,Trinity,1,Aggravated assault,27,13786,1.96
2010,Trinity,2,Forcible rape,4,13786,0.29
2010,Trinity,4,Robbery,3,13786,0.22
2010,Trinity,5,Violent crime total,34,13786,0.62
2010,Tulare,1,Aggravated assault,1496,442179,3.38
2010,Tulare,2,Forcible rape,100,442179,0.23
2010,Tulare,3,Murder and non-negligent manslaughter,35,442179,0.08
2010,Tulare,4,Robbery,444,442179,1.0
2010,Tulare,5,Violent crime total,2075,442179,1.17
2010,Tuolumne,1,Aggravated assault,76,55365,1.37
2010,Tuolumne,2,Forcible rape,23,55365,0.42
2010,Tuolumne,3,Murder and non-negligent manslaughter,1,55365,0.02
2010,Tuolumne,4,Robbery,21,55365,0.38
2010,Tuolumne,5,Violent crime total,121,55365,0.55
2010,Ventura,1,Aggravated assault,997,823318,1.21
2010,Ventura,2,Forcible rape,105,823318,0.13
2010,Ventura,3,Murder and non-negligent manslaughter,18,823318,0.02
2010,Ventura,4,Robbery,628,823318,0.76
2010,Ventura,5,Violent crime total,1748,823318,0.53
2010,Yolo,1,Aggravated assault,290,200849,1.44
2010,Yolo,2,Forcible rape,78,200849,0.39
2010,Yolo,3,Murder and non-negligent manslaughter,3,200849,0.01
2010,Yolo,4,Robbery,141,200849,0.7
2010,Yolo,5,Violent crime total,512,200849,0.64
2010,Yuba,1,Aggravated assault,179,72155,2.48
2010,Yuba,2,Forcible rape,24,72155,0.33
2010,Yuba,3,Murder and non-negligent manslaughter,2,72155,0.03
2010,Yuba,4,Robbery,45,72155,0.62
2010,Yuba,5,Violent crime total,250,72155,0.86
2010,San Bernardino,1,Aggravated assault,190,31765,5.98
2010,San Bernardino,2,Forcible rape,9,31765,0.28
2010,San Bernardino,3,Murder and non-negligent manslaughter,4,31765,0.13
2010,San Bernardino,4,Robbery,39,31765,1.23
2010,San Bernardino,5,Violent crime total,242,31765,1.91
2010,Los Angeles,1,Aggravated assault,15,20330,0.74
2010,Los Angeles,2,Forcible rape,2,20330,0.1
2010,Los Angeles,4,Robbery,1,20330,0.05
2010,Los Angeles,5,Violent crime total,18,20330,0.22
2010,Alameda,1,Aggravated assault,83,73812,1.12
2010,Alameda,2,Forcible rape,15,73812,0.2
2010,Alameda,3,Murder and non-negligent manslaughter,1,73812,0.01
2010,Alameda,4,Robbery,74,73812,1.0
2010,Alameda,5,Violent crime total,173,73812,0.58
2010,Alameda,1,Aggravated assault,8,18539,0.43
2010,Alameda,2,Forcible rape,5,18539,0.27
2010,Alameda,4,Robbery,24,18539,1.29
2010,Alameda,5,Violent crime total,37,18539,0.5
2010,Los Angeles,1,Aggravated assault,92,83089,1.11
2010,Los Angeles,2,Forcible rape,8,83089,0.1
2010,Los Angeles,3,Murder and non-negligent manslaughter,3,83089,0.04
2010,Los Angeles,4,Robbery,82,83089,0.99
2010,Los Angeles,5,Violent crime total,185,83089,0.56
2010,Orange,1,Aggravated assault,25,47823,0.52
2010,Orange,2,Forcible rape,4,47823,0.08
2010,Orange,4,Robbery,8,47823,0.17
2010,Orange,5,Violent crime total,37,47823,0.19
2010,Modoc,1,Aggravated assault,3,2827,1.06
2010,Modoc,2,Forcible rape,2,2827,0.71
2010,Modoc,5,Violent crime total,5,2827,0.44
2010,Napa,1,Aggravated assault,16,19454,0.82
2010,Napa,2,Forcible rape,2,19454,0.1
2010,Napa,4,Robbery,20,19454,1.03
2010,Napa,5,Violent crime total,38,19454,0.49
2010,Orange,1,Aggravated assault,574,336265,1.71
2010,Orange,2,Forcible rape,88,336265,0.26
2010,Orange,3,Murder and non-negligent manslaughter,7,336265,0.02
2010,Orange,4,Robbery,492,336265,1.46
2010,Orange,5,Violent crime total,1161,336265,0.86
2010,Shasta,1,Aggravated assault,62,9932,6.24
2010,Shasta,2,Forcible rape,5,9932,0.5
2010,Shasta,4,Robbery,10,9932,1.01
2010,Shasta,5,Violent crime total,77,9932,1.94
2010,Calaveras,1,Aggravated assault,8,3836,2.09
2010,Calaveras,2,Forcible rape,1,3836,0.26
2010,Calaveras,4,Robbery,2,3836,0.52
2010,Calaveras,5,Violent crime total,11,3836,0.72
2010,Contra Costa,1,Aggravated assault,506,102372,4.94
2010,Contra Costa,2,Forcible rape,32,102372,0.31
2010,Contra Costa,3,Murder and non-negligent manslaughter,13,102372,0.13
2010,Contra Costa,4,Robbery,313,102372,3.06
2010,Contra Costa,5,Violent crime total,864,102372,2.11
2010,San Bernardino,1,Aggravated assault,106,69135,1.53
2010,San Bernardino,2,Forcible rape,22,69135,0.32
2010,San Bernardino,3,Murder and non-negligent manslaughter,2,69135,0.03
2010,San Bernardino,4,Robbery,58,69135,0.84
2010,San Bernardino,5,Violent crime total,188,69135,0.68
2010,Los Angeles,1,Aggravated assault,46,56364,0.82
2010,Los Angeles,2,Forcible rape,5,56364,0.09
2010,Los Angeles,3,Murder and non-negligent manslaughter,1,56364,0.02
